S.No,mobile,name,category
424,251911202066,THE NOBLE & TRUST WORTHY HOUSE PLC,Gift and Decoration Shops
425,251912110524,TIANSHI ETHIOPIA BUSINESS P.L.C,Gift and Decoration Shops
426,251911632412,Tigist Gebru G/Egziabher,Gift and Decoration Shops
427,251911608303,TRILLIUM BEAUTY SUPPLY,Gift and Decoration Shops
428,251911641949,TRIO CRAFT P.L.C,Gift and Decoration Shops
429,251911205851,Tseday Abate Yesigat,Gift and Decoration Shops
430,251910516683,Tsega Abay Flower Gift Shop,Gift and Decoration Shops
431,251911430776,VALENTINE DECOR & FLOWER,Gift and Decoration Shops
432,251911110968,Walia Stationery,Gift and Decoration Shops
433,251911945051,WHITE FLOWER GENERAL TREDING PLC,Gift and Decoration Shops
434,251911457569,Yared Yohannes Alemayehu,Gift and Decoration Shops
435,251911502122,YayeS Flower & Decor,Gift and Decoration Shops
436,251911106098,YEMCO TRADING,Gift and Decoration Shops
437,251911627710,YETIM TRADING PLC,Gift and Decoration Shops
438,251911217903,Yetmwork Assefa Fantaye,Gift and Decoration Shops
439,251911205209,YHAENU PLC,Gift and Decoration Shops
440,251911118322,YOHANNIS NEGASH G/YOHANNIS,Gift and Decoration Shops
441,251911216156,Aag Trade P.L.C,Cosmetics / Perfume
442,251913770042,Abeba Cosmetics,Cosmetics / Perfume
443,251911618873,Abebech Mekonnen,Cosmetics / Perfume
444,251911824223,Abela zagol Beauty Salone & Spa,Cosmetics / Perfume
445,251912506480,Adona Spa Lodge,Cosmetics / Perfume
446,251911673006,AIDA BEAUTY CLASSIC,Cosmetics / Perfume
447,251911923910,ANGEL INDUSTRIES PLC,Cosmetics / Perfume
448,251911401047,Beauty Drope Trading P.L.C,Cosmetics / Perfume
449,251911204554,BEGAT PLC,Cosmetics / Perfume
450,251911124284,Belachew Adamu Goshu,Cosmetics / Perfume
451,251911429466,Betelehem Cosmetics,Cosmetics / Perfume
452,251967836525,Betty Makeup And Facial,Cosmetics / Perfume
453,251911241526,Black and White Salon,Cosmetics / Perfume
454,251911619307,Bone Odeur,Cosmetics / Perfume
455,251912443074,BORN PROFESSIONAL SALON & SPA,Cosmetics / Perfume
456,251911448842,Brush by Tereza,Cosmetics / Perfume
457,251911998965,Charming Nails,Cosmetics / Perfume
458,251911613555,Chuye International Salon,Cosmetics / Perfume
459,251911207152,COSMO TRADING PLC,Cosmetics / Perfume
460,251911087394,Cosmo-Berry,Cosmetics / Perfume
461,251911309553,DESTA DRUG SHOP,Cosmetics / Perfume
462,251911675540,Do novo beauty salon,Cosmetics / Perfume
463,251911615029,ELIAS BEDRU COSMOTIC,Cosmetics / Perfume
464,251911226321,Fana Beauty Salon,Cosmetics / Perfume
465,251911477109,FLORIDA EAST AFRICAN PRIVATE LIMITED COMPANY,Cosmetics / Perfume
466,251911466722,Hanita Beauty Supply,Cosmetics / Perfume
467,251920561270,Haremayic Trade P.L.C,Cosmetics / Perfume
468,251911945110,Kasahun Desalegn Cosmetics Shop,Cosmetics / Perfume
469,251911402827,Kelati Human & Syntheic Hair,Cosmetics / Perfume
470,251930077879,Kotet Fashion,Cosmetics / Perfume
471,251911240899,LASER COMPUTER TRADING,Cosmetics / Perfume
472,251911643699,Leallem Beza International Trading,Cosmetics / Perfume
473,251912624046,Makeupbynani,Cosmetics / Perfume
474,251912214842,Maky's Beauty Saloon,Cosmetics / Perfume
475,251913912275,Merry Style,Cosmetics / Perfume
476,251913928920,Meti Beauty Salon,Cosmetics / Perfume
477,251911920790,Mohammed Almu Hassien,Cosmetics / Perfume
478,251938650202,Monamour Massage,Cosmetics / Perfume
479,251911454838,Nahum Beauty Solution,Cosmetics / Perfume
480,251911466315,Nariman Future Beauty Salon,Cosmetics / Perfume
481,251911713410,Naty Professional Salon,Cosmetics / Perfume
482,251911046214,Nebiyu and Tsehay Beauty Training Center,Cosmetics / Perfume
483,251911247869,NEGA WORKU,Cosmetics / Perfume
484,251930100373,Nesanet Teshome Cosmotics,Cosmetics / Perfume
485,251947363972,Nurangini makeover,Cosmetics / Perfume
486,251921144949,Pika Herbal Cosmetics Manufacturing,Cosmetics / Perfume
487,251947358099,Pink Hair and Beauty,Cosmetics / Perfume
488,251913282237,Rahewa Cosmo,Cosmetics / Perfume
489,251911608960,Real Cosmetics,Cosmetics / Perfume
490,251911669187,RHAMLY HAIR STYLES,Cosmetics / Perfume
491,251911783230,Rita Cosmotics,Cosmetics / Perfume
492,251966021014,Rome Beauty Salon & Spa,Cosmetics / Perfume
493,251911882640,Saba Cosmetics,Cosmetics / Perfume
494,251911195510,SALLY BEAUTY SHOP,Cosmetics / Perfume
495,251911221945,SEDEN TRADING,Cosmetics / Perfume
496,251911623577,SHAFI MOHAMMED BESHIR,Cosmetics / Perfume
497,251923800908,Shalom Beauty Salon,Cosmetics / Perfume
498,251911205070,TEJI INTERNATIONAL P.L.C,Cosmetics / Perfume
499,251912743030,TERRY STYLE,Cosmetics / Perfume
500,251930003913,THE TWINS PLC,Cosmetics / Perfume
501,251911223718,TSEHAYE PERTUMER & COSMOTICS,Cosmetics / Perfume
502,251913051982,Yb Cosmetics P.L.C,Cosmetics / Perfume
503,251911514815,Yetem Trading Plc,Cosmetics / Perfume
504,251911206299,A.D.H INTERNATIONAL PLC,Plastic Product
505,251911200181,AFATCO TRADING PLC,Plastic Product
506,251911248946,Alem General Fiber Glass Plc,Plastic Product
507,251911408453,Ayni Industries Plc,Plastic Product
508,251911211700,Besrat Abate Building Contractor,Plastic Product
509,251911205006,DERASA PLC,Plastic Product
510,251911103071,ETHIO DELTA,Plastic Product
511,251911218484,Fekadu Wolde Ready Made Clothes & Plastic Carpet Shop,Plastic Product
512,251911339433,Fuad Abdulrahman Bajiba Plastic Carry Manufacturing,Plastic Product
513,251911205136,A.AM INTERNATIONAL P.L.C,Carpet / Curtain
514,251911206676,Ababubeker Mohahhed,Carpet / Curtain
515,251911505888,ADEA CURTAIN & SOFA TEXTILE SHOP,Carpet / Curtain
516,251911204477,ADEM BEDANE ODA IMPORT-EXPORT,Carpet / Curtain
517,251911429232,Afar Curtains & Sofa Clothes Distrubutor & Shop,Carpet / Curtain
518,251911622637,Ali Mohammed Salan,Carpet / Curtain
519,251911351025,AYELE MAMO GIFT ARTICLES,Carpet / Curtain
520,251911201065,BAHALAS CARPETS,Carpet / Curtain
521,251911670532,Bethle Curtain Work,Carpet / Curtain
522,251911658193,Bit Next Curtain,Carpet / Curtain
523,251911623596,Demble Shicurtains & Sofa Clothes Seller,Carpet / Curtain
524,251911205606,Deresa P.L.C.,Carpet / Curtain
525,251911218103,DREAMS ETHIOPIA,Carpet / Curtain
526,251911224782,Eleshaday,Carpet / Curtain
527,251911221349,ELSA SOFA & CURTAIN SHOP,Carpet / Curtain
528,251911203703,EMEBET ABEBE DOSE,Carpet / Curtain
529,251911097843,G.M Shatter Works,Carpet / Curtain
530,251911204263,Gedion General Curtain Works,Carpet / Curtain
531,251911218051,Home Line Curtien & Carppet,Carpet / Curtain
532,251911885691,Kassech Demisse Tolla,Carpet / Curtain
533,251920029984,Kiya Mejles,Carpet / Curtain
534,251911057620,KULUBI CURTAIN & CARPET WORKS,Carpet / Curtain
535,251944424242,Leed Building Technology And Trading,Carpet / Curtain
536,251911232915,NASSIM AUTO MERCANTILE,Carpet / Curtain
537,251911682084,Natanim,Carpet / Curtain
538,251911407583,Sara Master Bed,Carpet / Curtain
539,251911235726,Select Curtains Shop,Carpet / Curtain
540,251911240589,SHOA CURTAIN WORK,Carpet / Curtain
541,251920549696,Sira Curtain Carpet Work,Carpet / Curtain
542,251910356060,Suna Home Textile,Carpet / Curtain
543,251911206253,VALIANT PLC,Carpet / Curtain
544,251911206844,WOINU CURTAIN TRADE PLC,Carpet / Curtain
545,251911360053,A To Z Leather And Leather Product,Leather Products
546,251911239485,AB LEATHER,Leather Products
547,251911364331,ABYSSINIA LEATHER,Leather Products
548,251911225549,Ahmed Alhadi Mohammed Berhan,Leather Products
549,251911202374,ALEMU BERHE BAGATO,Leather Products
550,251911225988,ALEX LEATHER ARTICLES FACTORY,Leather Products
551,251911505475,ALGHADE BERHAN PLC,Leather Products
552,251911224557,AMELEWORK BEKELE NIKA,Leather Products
553,251911407037,AYNI'S DESIGN,Leather Products
554,251911515559,BAZERA FERESE LEATHER EXPORT P.L.C,Leather Products
555,251911201742,BELEGEZ TRADING,Leather Products
556,251911309568,DAG ER LEATHER PRDUCTS MANUFACTURING AND TRADE PLC,Leather Products
557,251911200997,DAVIMPEX ENTERPRISE BAHIRDAR TANNERY PLC,Leather Products
558,251911965359,DAWIT MEBRATU TESFAZGI,Leather Products
559,251911346782,ELSABET KEBEDE GEBRE,Leather Products
560,251911370259,ELSABETE GORFU TESFA,Leather Products
561,251911229380,ERKAB TRANSIT & CONSULTANCY SERVICE PLC,Leather Products
562,251911205590,EYOB TRADING PLC,Leather Products
563,251911146342,FETLEWORK FETENE ASDESU,Leather Products
564,251911244567,Fikir Leather,Leather Products
565,251911209211,GETANEH TRADING P.L.C,Leather Products
566,251911231953,GONFA BUTA BEDANE,Leather Products
567,251911381788,HAGERE LEATHER ZONE,Leather Products
568,251912624617,HALIMA SEID AHMED,Leather Products
569,251911155933,HEWAN ADAMU ATOMSA,Leather Products
570,251911203107,JOHN SILVER,Leather Products
571,251911103987,KEBERO ELECTRONICS,Leather Products
572,251911236079,KINFE AYELE ELECTRIC SHOP,Leather Products
573,251911206671,LUCY FURS & LEATHER WEARS,Leather Products
574,251911684038,MARTA TADESSE TSIRUNEH,Leather Products
575,251911611716,MEKDES FEYESA,Leather Products
576,251989944482,MELAKU SOLOMON HAILE,Leather Products
577,251911225805,Mohammed Leather Production,Leather Products
578,251911204227,MULUGENET PLC,Leather Products
579,251967898934,NAHRET GENERAL SERVICES AND TRADING ENTERPRISE,Leather Products
580,251911757758,Rehoboth Leather Products,Leather Products
581,251911215292,SEID ELECTRONICS,Leather Products
582,251910014626,SERVICES ALONG THE NILE INTERNATIONAL ETHIOPIA YEMSERACH SALES AND SERVICES,Leather Products
583,251913116354,Sheba Leather Industry Plc,Leather Products
584,251911615876,SHERESHER LEATHER PRODUCTS,Leather Products
585,251911233712,SIMENEH NEGASH TELILA,Leather Products
586,251911661014,SOL LEATHER PRODUCTION,Leather Products
587,251911489025,TEMESGEN ASMARE TADDESSE,Leather Products
588,251911165119,TESFAYE BASHABARUDA LOLA,Leather Products
589,251911202066,THE NOBLE & TRUST WORTHY HOUSE PLC,Leather Products
590,251911941557,TSEHAYNESH ERENA ABEBE,Leather Products
591,251911229932,UNITY LEATHER,Leather Products
592,251911207331,WALLIA LEATHER PLC.,Leather Products
593,251912046304,YELETEWEREQE G/ABE YNESU,Leather Products
594,251911204943,ALUMINUM WORLD TRADING PLC,Kitchen Equipment
595,251911614493,AMARD CONSULTANCY,Kitchen Equipment
596,251911218103,DREAMS ETHIOPIA,Kitchen Equipment
597,251912795876,Enya'S Mediterranean Kichen,Kitchen Equipment
598,251911204567,G.K.A Enterprise Plc,Kitchen Equipment
599,251911206245,GENET TESERA BEJIGA,Kitchen Equipment
600,251911201117,GIGAR TRADING,Kitchen Equipment
601,251922424242,Kitchen Home,Kitchen Equipment
602,251911206516,Kitchen Mart,Kitchen Equipment
603,251911512649,KITCHEN WORLD,Kitchen Equipment
604,251911243139,Michot Furniture,Kitchen Equipment
605,251930077645,Rics Trading,Kitchen Equipment
606,251911246959,Samuel Zewdu Abebe,Kitchen Equipment
607,251911201940,Addis Ababa Foam & Plastic Enterprise,Mattress & Blanket
608,251911205136,AM INTERNATIONAL PLC,Mattress & Blanket
609,251911120214,Dengel Pillow,Mattress & Blanket
610,251911205006,DERASA PLC,Mattress & Blanket
611,251911210063,Esmael Ahemed Emame,Mattress & Blanket
612,251935402225,Feleke Trading Plc,Mattress & Blanket
613,251911206422,HABIB BADEBO BUSHERA,Mattress & Blanket
614,251911632169,HAMZA OUMER,Mattress & Blanket
615,251911214145,HATEBAD PLC,Mattress & Blanket
616,251911210694,KK PRIVATE LIMITED COMPANY,Mattress & Blanket
617,251911200993,NEGEWO PRIVATE LIMITED CO.,Mattress & Blanket
618,251911219889,Africa Photo Colour P.L.C,Music & Video Shops
619,251911201779,AHMED ABDELLA HAILELE,Music & Video Shops
620,251911651066,B.E.T Multimedia PLC,Music & Video Shops
621,251911202154,CENTRAL ELECTRONICS,Music & Video Shops
622,251911669744,Dibora Records,Music & Video Shops
623,251912159105,Dj Willy,Music & Video Shops
624,251911223451,ELECTRA MUSIC SHOP,Music & Video Shops
625,251911249338,JAZ TRADING PLC,Music & Video Shops
626,251911202976,KALEB INSTRUMENT P.L.C,Music & Video Shops
627,251911163841,LOYALITY IDENTITY AND INFORMATION GIVING CENT,Music & Video Shops
628,251911204301,MAKY TX TRADING,Music & Video Shops
629,251915738358,Tame Production Studio,Music & Video Shops
630,251911205502,A.Y.B Jewellery,Jewelery & Ornament
631,251911219327,Abebe Kassa Alemu,Jewelery & Ornament
632,251911220853,ABENEZER JEWELLERY,Jewelery & Ornament
633,251911203245,ADMASU SOUVENIRS,Jewelery & Ornament
634,251911603319,Almaz Teklu,Jewelery & Ornament
635,251911234400,Andenet Silver,Jewelery & Ornament
636,251911420579,APIA WOLDU ABRHA,Jewelery & Ornament
637,251911655004,ASKALE GIRMAY JEWELLERY,Jewelery & Ornament
638,251911980663,ATSEDE SISAY AND FRIENDS SILVERSMITH PARTNERSHIP,Jewelery & Ornament
639,251911204744,AXUM JEWELLERIES,Jewelery & Ornament
640,251911242301,Ayu Souvenirg,Jewelery & Ornament
641,251911217683,Bante Tasisa Negewo,Jewelery & Ornament
642,251911204262,BAZEN JEWELLERY,Jewelery & Ornament
643,251911205197,Belan Jewellery,Jewelery & Ornament
644,251911214842,BELAYNEH YEHEYIS DEJENE,Jewelery & Ornament
645,251911200339,Demekshi Worku,Jewelery & Ornament
646,251911212017,EYASU BEFAKADU ASHENE,Jewelery & Ornament
647,251911206753,EYASU JEWELLERY,Jewelery & Ornament
648,251911215884,FASIKA GOLD AND SILVER SHOP,Jewelery & Ornament
649,251911240150,FASIL SOUVENIR & SILVER SHOP,Jewelery & Ornament
650,251911660045,FREWEYNI JEWELLERY,Jewelery & Ornament
651,251913104614,G/Wahed Jewellery,Jewelery & Ornament
652,251911863174,GELAN HANDY CRAFTS PLC,Jewelery & Ornament
653,251911204343,GELATYA TESFAYE ABEY,Jewelery & Ornament
654,251911247414,HAWELITY GOLD AND SELIVER SMITH,Jewelery & Ornament
655,251913472639,HAYMANOT DAMTEW ASFAW,Jewelery & Ornament
656,251911203808,HELEN ELECTRONICS,Jewelery & Ornament
657,251930000119,HIKMA ALI AREDO,Jewelery & Ornament
658,251925361454,Hossaena Jewellery,Jewelery & Ornament
659,251911345189,INTERNATIONAL JEWELLERY,Jewelery & Ornament
660,251911203107,JOHN SILVER,Jewelery & Ornament
661,251911241515,KAHISAY HAILEMARIAM ASIMELASH,Jewelery & Ornament
662,251914408897,Kalid Abdella Kontano,Jewelery & Ornament
663,251911201963,Kidus Silver,Jewelery & Ornament
664,251911654023,Lalibela Jewellery,Jewelery & Ornament
665,251911204273,Lion Jewellery,Jewelery & Ornament
666,251911605284,LOTI SILVER JEWELLERY,Jewelery & Ornament
667,251911206671,LUCY JEWELLERY,Jewelery & Ornament
668,251911205460,MULUKEN PLC,Jewelery & Ornament
669,251915504688,NEJAT COMPUTER SERVICE PLC,Jewelery & Ornament
670,251911880076,NICE SILVER,Jewelery & Ornament
671,251911218675,NOVASTAR GARMENT FACTORY PLC,Jewelery & Ornament
672,251911606644,OFFICE TECH PLC,Jewelery & Ornament
673,251911105351,OMER HUSSEN AHMED,Jewelery & Ornament
674,251911516290,Opal Ethiopia Private Ltd Co.,Jewelery & Ornament
675,251911213321,PAWER GENERAL ELECTRONICS,Jewelery & Ornament
676,251911233442,Queen Shaba Goldsmith,Jewelery & Ornament
677,251911240412,RANK SPECIALIZED HIGHER CLINIC,Jewelery & Ornament
678,251911630809,REMNA JEWELLERY,Jewelery & Ornament
679,251911686818,Selam Vision,Jewelery & Ornament
680,251911699336,Selamawit Kiflemariam Hailu,Jewelery & Ornament
681,251911208567,Soyam Silver,Jewelery & Ornament
682,251911210211,ST.GEORGE INTERIOR DECORATION AND ART GALLERY,Jewelery & Ornament
683,251911977486,T and H Designs,Jewelery & Ornament
684,251911221906,TANA PLASTIC FACTORY PLC,Jewelery & Ornament
685,251911207805,TESFAYE ADHANOM WOLDEMARIAM,Jewelery & Ornament
686,251911545142,TEWELDE TSEGAYE TSEHAYE,Jewelery & Ornament
687,251911654969,THE OMARS PLC,Jewelery & Ornament
688,251911548344,Valentino Jewelry,Jewelery & Ornament
689,251911689159,Yeha Silver,Jewelery & Ornament
690,251911203109,Yoke Jewellery,Jewelery & Ornament
691,251911213711,Yonas Jewellery,Jewelery & Ornament
692,251911623204,ZELEKECH UNIVERSAL TRADING ENTERPRISE,Jewelery & Ornament
693,251911417812,ZEMIKEAL HOUSE AND OFFICE FURNITURE,Jewelery & Ornament
694,251911910508,Amen Decor And Car Rent,Bridal Wear / Wedding
695,251911406650,Amran Decor,Bridal Wear / Wedding
696,251911611704,BANCHALEM ZELEKE GIFT ARTICLES,Bridal Wear / Wedding
697,251911204757,BEZI DECOR,Bridal Wear / Wedding
698,251911237947,BRIDE 2 BE,Bridal Wear / Wedding
699,251911418064,CHECHNYA TAPPEZZERI,Bridal Wear / Wedding
700,251911632540,Elilta Decor,Bridal Wear / Wedding
701,251911222993,MEDHIN DECOR PLC,Bridal Wear / Wedding
702,251935999294,Mestengdo Catering and Tourism Business Solution PLC,Bridal Wear / Wedding
703,251962333736,MULUGETA TIZAZU Car Decor,Bridal Wear / Wedding
704,251911166673,Nesria Abdulkasim Car Decor,Bridal Wear / Wedding
705,251911941112,SELAM AFRICA WEDDING COLLECTION,Bridal Wear / Wedding
706,251911227178,A.A ELECTRONICS PLC,Electronics / Mobile Centers
707,251911204126,A.B.C TRADING,Electronics / Mobile Centers
708,251911235327,A.M.S. ELECTRO MECHANICAL SLOLUTIONS,Electronics / Mobile Centers
709,251911200778,AB-HAM ENTERPRISE.PLC,Electronics / Mobile Centers
710,251911249164,Abadir Electronic,Electronics / Mobile Centers
711,251911215854,Abadir Enterprise,Electronics / Mobile Centers
712,251911240077,ABADIR SUPER MARKET,Electronics / Mobile Centers
713,251911658802,ABDI ABUBEKER AHMED,Electronics / Mobile Centers
714,251911602846,Abdi Tariku Dano,Electronics / Mobile Centers
715,251911200269,Abdi Zakaria Yusuf,Electronics / Mobile Centers
716,251911401288,ABDU SAEDAY REJA,Electronics / Mobile Centers
717,251911210185,ABDURAHMAN ABDI AHMED,Electronics / Mobile Centers
718,251911946361,ABDUSELAM MAERUF ALI,Electronics / Mobile Centers
719,251913441621,ABEDU RESHID MUZEYIN,Electronics / Mobile Centers
720,251911214381,Abera And Sons General Machine Shop,Electronics / Mobile Centers
721,251911204593,Abyou Shiferaw Yirba,Electronics / Mobile Centers
722,251911401110,Acp Seric Plct,Electronics / Mobile Centers
723,251911230165,Addis Fire Electronics,Electronics / Mobile Centers
724,251911123111,Adugna Dinsa Tolera,Electronics / Mobile Centers
725,251915517788,AFCOR PLC,Electronics / Mobile Centers
726,251911201954,AFRO-CONTINENTAL PLC,Electronics / Mobile Centers
727,251911210883,AHMED SAID KAHSAY,Electronics / Mobile Centers
728,251911401588,AHS ELECTRIC PLC,Electronics / Mobile Centers
729,251911650790,AKLILU ZEMARIAM GEBRETENSAY,Electronics / Mobile Centers
730,251911235102,Akmel Awol Mohammed,Electronics / Mobile Centers
731,251911212060,ALEMAYEHU ARAGIE GENERAL ELECTRICAL MATERIAL SHOP,Electronics / Mobile Centers
732,251911234259,Ali Mohammed Feleke,Electronics / Mobile Centers
733,251911930943,ALI SEID MOHAMED,Electronics / Mobile Centers
734,251911200326,ALLIED TELECTRONICS ENGINEERS PLC,Electronics / Mobile Centers
735,251911254830,Aloha Printing & Advertising,Electronics / Mobile Centers
736,251911207852,ALPHA BUSINESS PLC,Electronics / Mobile Centers
737,251911203254,ALPHA TRADING PARTINERS PLC,Electronics / Mobile Centers
738,251912436976,AMAN HAGOS GEBRE,Electronics / Mobile Centers
739,251911380665,AMANUEL MUSIC ELECTRONICS,Electronics / Mobile Centers
740,251911208674,Amare Copier Technical Services And Supplies,Electronics / Mobile Centers
741,251911015454,Amen Mobile Center,Electronics / Mobile Centers
742,251911422943,Amest Santim Systems Plc,Electronics / Mobile Centers
743,251911126770,Amir Mahmud Osman,Electronics / Mobile Centers
744,251911632278,Arif Mohammed Ahmed,Electronics / Mobile Centers
745,251911204154,ASIMBA GENERAL TRADING,Electronics / Mobile Centers
746,251911217118,ASMACO GENERAL TRADING PLC,Electronics / Mobile Centers
747,251911205947,ASSEGED BELAY TEMESGEN,Electronics / Mobile Centers
748,251920676767,Azewa Mobile Accessory Manufacturing Plc,Electronics / Mobile Centers
749,251929002596,B & S Engineering Plc,Electronics / Mobile Centers
750,251911223040,B TRADE INTERNATIONAL PLC,Electronics / Mobile Centers
751,251929906828,B.A.F Special Needs Material Trade Pvt.Ltd.Co,Electronics / Mobile Centers
752,251911211819,B.L.F ELECTRO DOMESTIC TRADING,Electronics / Mobile Centers
753,251911223875,BAGEMER GENERAL TRADING,Electronics / Mobile Centers
754,251911235308,BAROK COMPUTER PLC,Electronics / Mobile Centers
755,251930012660,BELETU BEREGU WERJEGNA,Electronics / Mobile Centers
756,251911200132,BEN TRADING ENTERPRISE,Electronics / Mobile Centers
757,251911208711,BESPO ELECTROMECHANICAL SERVICES P.L.C,Electronics / Mobile Centers
758,251911242766,BETA ENGINEERING SERVICES P.L.C,Electronics / Mobile Centers
759,251911203631,BORA TRADING PLC,Electronics / Mobile Centers
760,251911205794,Ceman Business Plc,Electronics / Mobile Centers
761,251911202154,CENTRAL ELECTRONICS,Electronics / Mobile Centers
762,251911200393,CITY BUSINESS COMPUTERS (CBC),Electronics / Mobile Centers
763,251911236780,CITYLIGHT MULTISUPPLIERS TRADING,Electronics / Mobile Centers
764,251911114601,CN ELECTRONICS,Electronics / Mobile Centers
765,251911203301,COMPUTER ASSOCIATES PLC,Electronics / Mobile Centers
766,251911630162,COUNTRY TRADING PLC,Electronics / Mobile Centers
767,251911218772,DAG TRADING PLC,Electronics / Mobile Centers
768,251975359417,Dagme classic ELETRICal materials,Electronics / Mobile Centers
769,251911374698,Damene Farms PLC,Electronics / Mobile Centers
770,251911240040,DANIEL GETACHEW BELAY,Electronics / Mobile Centers
771,251911224816,Daniel Mobile,Electronics / Mobile Centers
772,251911201349,DELLINA GENERAL TRADING PLC,Electronics / Mobile Centers
773,251911213832,DENGEL TRADING PLC,Electronics / Mobile Centers
774,251911526778,DEPOT ELECTRICAL TRADING,Electronics / Mobile Centers
775,251911748314,DEREJE EFFA KEKEBA,Electronics / Mobile Centers
776,251911216047,Desalegn Alebachew Sisay,Electronics / Mobile Centers
777,251911626875,Dream Mobile,Electronics / Mobile Centers
778,251911485141,DYD ELECTRONICS,Electronics / Mobile Centers
779,251911211769,EBBA ENGINEERING PLC,Electronics / Mobile Centers
780,251911213572,EFESON IMPORT TRADING ENTERPRISE,Electronics / Mobile Centers
781,251911204102,Ekas Trading Plc.,Electronics / Mobile Centers
782,251911238890,EMANUEL ELECTRONICS,Electronics / Mobile Centers
783,251911225319,Endale Mitiku Berek,Electronics / Mobile Centers
784,251975333333,ENDALKACHEW MEKONNEN GEBREMEDHIN,Electronics / Mobile Centers
785,251911201999,Ephrem Berhanu,Electronics / Mobile Centers
786,251911233551,Era Computer Services Plc,Electronics / Mobile Centers
787,251911836016,ESTIFANOS BAYRE G/ENDRIAS ENTERPRISE,Electronics / Mobile Centers
788,251911237688,ETHIO ELECTRICAL TRADING,Electronics / Mobile Centers
789,251911205108,Europa General Trading Plc,Electronics / Mobile Centers
790,251911631756,EVE GENERAL TRADING,Electronics / Mobile Centers
791,251911201029,EZADCO INTERNATIONAL,Electronics / Mobile Centers
792,251912196480,EZIRA ELECTRONICS,Electronics / Mobile Centers
793,251911518870,F & M Trading Plc,Electronics / Mobile Centers
794,251911233664,F.H.Y. INTERNATIONAL PLC,Electronics / Mobile Centers
795,251911153233,FAIRFAX TECHNOLOGIES LLC/ETHIOPIAN BRANCH/,Electronics / Mobile Centers
796,251911200146,Fasil Ayele Regassa,Electronics / Mobile Centers
797,251911229417,FASIL GIRMA IMPORT EXPORT & A/M/SERVICE,Electronics / Mobile Centers
798,251915534379,Fasil Tesfaye Golla,Electronics / Mobile Centers
799,251911608945,FEKAT GENERAL IMPORT & EXPORT ENTERPRISE,Electronics / Mobile Centers
800,251911200138,FOREVER PLC,Electronics / Mobile Centers
801,251911234645,FRIKAS PLC,Electronics / Mobile Centers
802,251911218574,FUAD BUSER AHMED,Electronics / Mobile Centers
803,251911214444,FUTURE ELECTRONICS,Electronics / Mobile Centers
804,251911211444,FUTURE TECH ELECTRONICS,Electronics / Mobile Centers
805,251915530845,G.A.Y Plc.,Electronics / Mobile Centers
806,251911469895,G/Silassie G/Hiwot Melese,Electronics / Mobile Centers
807,251911138590,GARAD PLC.,Electronics / Mobile Centers
808,251931605877,GAST SOLAR MECHANICS PLC,Electronics / Mobile Centers
809,251911210724,GENALE CONSTRUCTION PLC,Electronics / Mobile Centers
810,251911203550,General Electric Trading Enterprise,Electronics / Mobile Centers
811,251911228384,Getachew Gadissa Hundesa,Electronics / Mobile Centers
812,251911210744,GIDABO PLC,Electronics / Mobile Centers
813,251911204417,GIMIT UNIVERSAL TRADING,Electronics / Mobile Centers
814,251911211963,GIRMA MENBERU,Electronics / Mobile Centers
815,251911200781,GLORIOUS PRIVATE LIMITED COMPANY,Electronics / Mobile Centers
816,251917810536,GM FURNITURE,Electronics / Mobile Centers
817,251911200509,GOH IMPORT & EXPORT PLC,Electronics / Mobile Centers
818,251911206059,GOLDEN SUN GENERAL TRADING,Electronics / Mobile Centers
819,251911244152,GULF AZIZ FAMILY GENERAL TRADING PLC,Electronics / Mobile Centers
820,251911205213,HAILU ELECTRONICAL,Electronics / Mobile Centers
821,251911215183,HAMBON GENERAL TRADING PLC,Electronics / Mobile Centers
822,251911214145,HATEBAD PLC,Electronics / Mobile Centers
823,251911324444,Hayal Tesfaw Ehsete,Electronics / Mobile Centers
824,251911203808,HELEN ELECTRONICS,Electronics / Mobile Centers
825,251911200941,HHOME DIPO TRADING PLC,Electronics / Mobile Centers
826,251911227455,Hi Electronics & Tyre Shop,Electronics / Mobile Centers
827,251921979797,Hi Phone Mobile,Electronics / Mobile Centers
828,251911210145,HUSSEIN ALI DAHEN,Electronics / Mobile Centers
829,251911719514,Ikeas Tv Stand (Hanan Abdi),Electronics / Mobile Centers
830,251911211867,ISHRAQ INTERNATIONAL TRADING,Electronics / Mobile Centers
831,251911201362,IT VILLAGE P.L.C,Electronics / Mobile Centers
832,251911832757,Janospan It Solution Plc,Electronics / Mobile Centers
833,251911116121,JW-JUST WIRELESS GENERAL IMPORTER,Electronics / Mobile Centers
834,251911210694,K.K ELECTRONICS,Electronics / Mobile Centers
835,251911348760,KALID ABDU ALI,Electronics / Mobile Centers
836,251911232424,Kalid Ahmed Importer,Electronics / Mobile Centers
837,251911103987,KEBERO ELECTRONICS,Electronics / Mobile Centers
838,251911236079,KINFE AYELE ELECTRIC SHOP,Electronics / Mobile Centers
839,251930109852,KUMTEK INDUSTRIAL PLC,Electronics / Mobile Centers
840,251911237629,LIMAY ELECTRONICS,Electronics / Mobile Centers
841,251911434910,Liyola Trading Plc.,Electronics / Mobile Centers
842,251911331026,LUBABA YASIN ABDULALIM,Electronics / Mobile Centers
843,251911220935,LUMUSA INTERNATIONAL TRADING P.L.C,Electronics / Mobile Centers
